drug,targets,S1,S2,S3,S4,S5,S6,S7,S8
D01704,hsa10846,19,0.180230210526316,0.078431,0.317073,18,0.0912316844963039,0.0206913421628012,0.265332267023777
D01712,hsa10846,19,0.310007473684211,0.130435,0.722222,18,0.0912316844963039,0.0206913421628012,0.265332267023777
D02008,hsa10846,19,0.239748157894737,0.133333,0.414634,18,0.0912316844963039,0.0206913421628012,0.265332267023777
D02017,hsa10846,19,0.317792052631579,0.097561,0.619048,18,0.0912316844963039,0.0206913421628012,0.265332267023777
D02042,hsa10846,19,0.285992263157895,0.2,0.636364,18,0.0912316844963039,0.0206913421628012,0.265332267023777
D02229,hsa10846,19,0.252218421052632,0.153846,0.54717,18,0.0912316844963039,0.0206913421628012,0.265332267023777
D02655,hsa10846,19,0.228580105263158,0.119048,0.3125,18,0.0912316844963039,0.0206913421628012,0.265332267023777
D02731,hsa10846,19,0.299795315789474,0.190476,0.897436,18,0.0912316844963039,0.0206913421628012,0.265332267023777
D03217,hsa10846,19,0.249248947368421,0.130435,0.340426,18,0.0912316844963039,0.0206913421628012,0.265332267023777
D03260,hsa10846,19,0.290891789473684,0.181818,0.897436,18,0.0912316844963039,0.0206913421628012,0.265332267023777
D00139,hsa10858,10,0.1815856,0,0.32,42,0.107019474393589,0.0146014622648403,0.161314559497995
D00225,hsa10858,10,0.1907449,0.016667,0.375,43,0.106524933889526,0.0146014622648403,0.161314559497995
D00380,hsa10858,10,0.1701095,0,0.296296,43,0.106524933889526,0.0146014622648403,0.161314559497995
D00394,hsa10858,10,0.215944,0.035714,0.375,43,0.106524933889526,0.0146014622648403,0.161314559497995
D00410,hsa10858,10,0.2047615,0.043478,0.344828,43,0.101824450939591,0.0146014622648403,0.161314559497995
D00437,hsa10858,10,0.1320522,0,0.236842,41,0.106732341180565,0.0146014622648403,0.161314559497995
D00528,hsa10858,10,0.1615741,0,0.25,88,0.0584482457492923,0.00802176623318874,0.161314559497995
D00542,hsa10858,10,0.0114906,0,0.043478,44,0.102714344710992,0.0145829423249291,0.161314559497995
D00574,hsa10858,10,0.1783703,0,0.296296,42,0.106417701279038,0.0146014622648403,0.161314559497995
D01071,hsa10858,10,0.0882827,0,0.259259,43,0.106524933889526,0.0146014622648403,0.161314559497995
D03670,hsa10858,10,0.0392288,0,0.14,54,0.0850808362696208,0.0121492419937627,0.161314559497995
D00002,hsa109,10,0.0392288,0,0.14,54,0.0850808362696208,0.0121492419937627,0.161314559497995
D02335,hsa10901,10,0.0392288,0,0.14,54,0.0850808362696208,0.0121492419937627,0.161314559497995
D00417,hsa10924,2,0.2728635,0.241379,0.304348,46,0.019504596948764,0.0101633749706632,0.175024551015586
D00501,hsa10924,2,0.4302135,0.241379,0.619048,51,0.0195471983750768,0.0101633749706632,0.175024551015586
D00528,hsa10924,2,0.461698,0.304348,0.619048,88,0.0187135558830848,0.00862347164121776,0.175024551015586
D00217,hsa10935,2,0.205828,0.06383,0.347826,16,0.092322085442555,0.0173632307754998,0.575523942566391
D00577,hsa10935,2,0.191457,0.035088,0.347826,15,0.100517332136168,0.0173632307754998,0.575523942566391
D03670,hsa10935,2,0.049459,0.035088,0.06383,54,0.0409894689846237,0.0135100782600755,0.575523942566391
D01276,hsa10941,2,0.049459,0.035088,0.06383,54,0.0409894689846237,0.0135100782600755,0.575523942566391
D00107,hsa11072,1,0.222222,0.222222,0.222222,55,0.0816147134576048,0.0122376967825074,0.509519576104518
D00184,hsa11072,1,0.222222,0.222222,0.222222,48,0.0887071536099458,0.0122376967825074,0.509519576104518
D00002,hsa111,1,0.222222,0.222222,0.222222,48,0.0887071536099458,0.0122376967825074,0.509519576104518
D00002,hsa112,1,0.222222,0.222222,0.222222,48,0.0887071536099458,0.0122376967825074,0.509519576104518
D00043,hsa11202,1,0,0,0,50,0.142682696298974,0.0150078315591238,0.430829178185776
D00160,hsa11202,1,0,0,0,41,0.189799875422928,0.0163532911254706,0.430829178185776
D00107,hsa11221,1,0.222222,0.222222,0.222222,55,0.0637471231252782,0.0119378574946411,0.227097364827676
D00184,hsa11221,1,0.222222,0.222222,0.222222,48,0.0700132122567529,0.0119378574946411,0.227097364827676
D00218,hsa11238,9,0.389093111111111,0.25,0.8,12,0.337555560429097,0.173100944348661,0.595446539062032
D00340,hsa11238,9,0.394553555555556,0.192308,0.7,12,0.337555560429097,0.173100944348661,0.595446539062032
D00518,hsa11238,9,0.364712333333333,0.2,0.5,12,0.337555560429097,0.173100944348661,0.595446539062032
D00519,hsa11238,9,0.394184222222222,0.24,0.7,12,0.337555560429097,0.173100944348661,0.595446539062032
D00538,hsa11238,9,0.286412444444444,0.217391,0.363636,12,0.337555560429097,0.173100944348661,0.595446539062032
D00652,hsa11238,9,0.386767777777778,0.233333,0.72,12,0.337555560429097,0.173100944348661,0.595446539062032
D00653,hsa11238,9,0.449356,0.259259,0.782609,12,0.337555560429097,0.173100944348661,0.595446539062032
D00655,hsa11238,9,0.369448111111111,0.24,0.6875,12,0.337555560429097,0.173100944348661,0.595446539062032
D01196,hsa11238,9,0.327538555555556,0.192308,0.8,12,0.337555560429097,0.173100944348661,0.595446539062032
D03845,hsa11238,9,0.428678555555556,0.25,0.782609,12,0.337555560429097,0.173100944348661,0.595446539062032
D00107,hsa11266,1,0.222222,0.222222,0.222222,55,0.0464542377839752,0.0114417487028588,0.158657661031431
D00184,hsa11266,1,0.222222,0.222222,0.222222,48,0.0494939369522688,0.0114417487028588,0.158657661031431
D00002,hsa113,1,0.222222,0.222222,0.222222,48,0.0494939369522688,0.0114417487028588,0.158657661031431
D00160,hsa11330,1,0.114286,0.114286,0.114286,41,0.19039151795176,0.013863219691424,0.628145639961785
D01346,hsa11330,1,0.114286,0.114286,0.114286,3,0.136200112893377,0.0183808426091914,0.370685383953328
D01223,hsa11343,1,0.114286,0.114286,0.114286,3,0.136200112893377,0.0183808426091914,0.370685383953328
D00002,hsa114,1,0.114286,0.114286,0.114286,3,0.136200112893377,0.0183808426091914,0.370685383953328
D00448,hsa1147,1,0.114286,0.114286,0.114286,3,0.136200112893377,0.0183808426091914,0.370685383953328
D00002,hsa115,1,0.114286,0.114286,0.114286,3,0.136200112893377,0.0183808426091914,0.370685383953328
D01061,hsa116447,5,0.3987146,0.280488,0.52,3,0.217840000007631,0.0126914083158557,0.626942722867516
D01432,hsa116447,5,0.3292178,0.240506,0.409836,3,0.217840000007631,0.0126914083158557,0.626942722867516
D01911,hsa116447,5,0.4006818,0.205479,0.983051,5,0.135087552885507,0.00942580790115073,0.626942722867516
D02168,hsa116447,5,0.4161336,0.267606,0.648649,3,0.217840000007631,0.0126914083158557,0.626942722867516
D02756,hsa116447,5,0.3966136,0.208333,0.983051,5,0.135087552885507,0.00942580790115073,0.626942722867516
D04031,hsa116447,5,0.3884922,0.205479,0.648649,3,0.217840000007631,0.0126914083158557,0.626942722867516
D01223,hsa1178,5,0.3884922,0.205479,0.648649,3,0.217840000007631,0.0126914083158557,0.626942722867516
D00043,hsa1200,5,0.3884922,0.205479,0.648649,3,0.217840000007631,0.0126914083158557,0.626942722867516
D00043,hsa1215,1,0,0,0,50,0.124281208663488,0.0137736369601762,0.485029434277637
D00160,hsa1215,1,0,0,0,41,0.168165183372953,0.0137736369601762,0.485029434277637
D00002,hsa124,1,0,0,0,41,0.168165183372953,0.0137736369601762,0.485029434277637
D00002,hsa125,1,0,0,0,41,0.168165183372953,0.0137736369601762,0.485029434277637
D00002,hsa126,1,0,0,0,41,0.168165183372953,0.0137736369601762,0.485029434277637
D00417,hsa1267,2,0.2728635,0.241379,0.304348,46,0.0171138688487139,0.0105940588631256,0.037411818615163
D00501,hsa1267,2,0.4302135,0.241379,0.619048,51,0.0175250919280298,0.0105940588631256,0.037411818615163
D00528,hsa1267,2,0.461698,0.304348,0.619048,88,0.0174635151980084,0.0105940588631256,0.037411818615163
D00002,hsa128,2,0.461698,0.304348,0.619048,88,0.0174635151980084,0.0105940588631256,0.037411818615163
D00107,hsa128853,1,0.222222,0.222222,0.222222,55,0.0351724895694472,0.0164246176358616,0.0844182254113956
D00184,hsa128853,1,0.222222,0.222222,0.222222,48,0.0348812324970582,0.0164246176358616,0.0844182254113956
D00900,hsa129807,2,0.287367,0.282051,0.292683,3,0.235958047007196,0.0781256836637055,0.340482033209906
D00902,hsa129807,2,0.3616135,0.282051,0.441176,3,0.235958047007196,0.0781256836637055,0.340482033209906
D03829,hsa129807,2,0.3669295,0.292683,0.441176,3,0.235958047007196,0.0781256836637055,0.340482033209906
D01223,hsa13,1,0.183673,0.183673,0.183673,36,0.0229550075524603,0.0125632486603076,0.0459885933712469
D02356,hsa13,1,0.183673,0.183673,0.183673,3,0.0203745268026265,0.0188266033938889,0.021205933181408
D01441,hsa130399,1,0.183673,0.183673,0.183673,3,0.0203745268026265,0.0188266033938889,0.021205933181408
D00002,hsa131,1,0.183673,0.183673,0.183673,3,0.0203745268026265,0.0188266033938889,0.021205933181408
D00781,hsa1312,1,0.183673,0.183673,0.183673,3,0.0203745268026265,0.0188266033938889,0.021205933181408
D00786,hsa1312,1,0.183673,0.183673,0.183673,3,0.0203745268026265,0.0188266033938889,0.021205933181408
D00423,hsa132,1,0.481481,0.481481,0.481481,3,0.0161713088393533,0.0126049935619582,0.0191848769600615
D02769,hsa132,1,0.481481,0.481481,0.481481,10,0.0163871402917686,0.0133974734969563,0.0244556257123192
D00107,hsa132160,1,0.222222,0.222222,0.222222,55,0.0265942155359872,0.0122685669694897,0.0880235140090267
D00184,hsa132160,1,0.222222,0.222222,0.222222,48,0.0267287922383032,0.0122685669694897,0.0880235140090267
D00417,hsa133121,2,0.2728635,0.241379,0.304348,46,0.0305680388445587,0.0106996002190465,0.246629421159285
D00501,hsa133121,2,0.4302135,0.241379,0.619048,51,0.0294247741771358,0.0106996002190465,0.246629421159285
D00528,hsa133121,2,0.461698,0.304348,0.619048,88,0.0244761371077593,0.00779420279001564,0.246629421159285
D00107,hsa134510,1,0.222222,0.222222,0.222222,55,0.0220043342722926,0.012630455944543,0.04056301556667
D00184,hsa134510,1,0.222222,0.222222,0.222222,48,0.0217889846036124,0.012630455944543,0.04056301556667
D00037,hsa1360,1,0.222222,0.222222,0.222222,48,0.0217889846036124,0.012630455944543,0.04056301556667
D00052,hsa1363,1,0.222222,0.222222,0.222222,48,0.0217889846036124,0.012630455944543,0.04056301556667
D02176,hsa1374,1,0.222222,0.222222,0.222222,48,0.0217889846036124,0.012630455944543,0.04056301556667
D02176,hsa1376,1,0.222222,0.222222,0.222222,48,0.0217889846036124,0.012630455944543,0.04056301556667
D02176,hsa1384,1,0.222222,0.222222,0.222222,48,0.0217889846036124,0.012630455944543,0.04056301556667
D00107,hsa142679,1,0.222222,0.222222,0.222222,55,0.0693268218807166,0.0122206565837813,0.219918293023606
D00184,hsa142679,1,0.222222,0.222222,0.222222,48,0.0754686912405466,0.0122206565837813,0.219918293023606
D03798,hsa1429,1,0.222222,0.222222,0.222222,48,0.0754686912405466,0.0122206565837813,0.219918293023606
D00037,hsa1431,1,0.222222,0.222222,0.222222,48,0.0754686912405466,0.0122206565837813,0.219918293023606
D01840,hsa1432,2,0.382484,0.276596,0.488372,12,0.425099167596951,0.217143676418153,0.751858545388159
D03115,hsa1432,2,0.384811,0.28125,0.488372,12,0.425099167596951,0.217143676418153,0.751858545388159
D03736,hsa1432,2,0.278923,0.276596,0.28125,12,0.425099167596951,0.217143676418153,0.751858545388159
D01441,hsa1436,7,0.335045714285714,0.285714,0.377358,95,0.0856533485833717,0.00776044484581854,0.348428899705098
D01977,hsa1436,7,0.452642,0.287671,0.717949,52,0.0993209462773995,0.0142390173917262,0.348428899705098
D03218,hsa1436,7,0.289748428571429,0.197368,0.347826,52,0.0993209462773995,0.0142390173917262,0.348428899705098
D03252,hsa1436,7,0.403719857142857,0.230769,0.595238,52,0.0993209462773995,0.0142390173917262,0.348428899705098
D03350,hsa1436,7,0.431172285714286,0.253165,0.717949,52,0.0993209462773995,0.0142390173917262,0.348428899705098
D04023,hsa1436,7,0.381437285714286,0.273973,0.525,52,0.0993209462773995,0.0142390173917262,0.348428899705098
D04024,hsa1436,7,0.281852428571429,0.22973,0.3125,52,0.0993209462773995,0.0142390173917262,0.348428899705098
D04025,hsa1436,7,0.325007857142857,0.272727,0.361702,52,0.0993209462773995,0.0142390173917262,0.348428899705098
D01441,hsa1445,7,0.325007857142857,0.272727,0.361702,52,0.0993209462773995,0.0142390173917262,0.348428899705098
D00107,hsa150290,1,0.222222,0.222222,0.222222,55,0.0828611739773084,0.0144883256525136,0.720739686071359
D00184,hsa150290,1,0.222222,0.222222,0.222222,48,0.09098060573279,0.0144883256525136,0.720739686071359
D00160,hsa1504,1,0.114286,0.114286,0.114286,41,0.19657638586052,0.015684085024364,0.377815469059274
D01346,hsa1504,1,0.114286,0.114286,0.114286,3,0.138757069397493,0.0210933653817471,0.370685383953328
D00584,hsa151531,1,0.114286,0.114286,0.114286,3,0.138757069397493,0.0210933653817471,0.370685383953328
D03670,hsa1537,1,0.114286,0.114286,0.114286,3,0.138757069397493,0.0210933653817471,0.370685383953328
D00217,hsa1543,18,0.207209444444444,0,0.714286,16,0.0926499089984228,0.0131501639912283,0.735431390226468
D00225,hsa1543,18,0.219587333333333,0.016667,0.375,43,0.1605055761898,0.0149855020177395,0.735431390226468
D00380,hsa1543,18,0.185530166666667,0,0.47619,43,0.1605055761898,0.0149855020177395,0.735431390226468
D00394,hsa1543,18,0.217550611111111,0.035714,0.375,43,0.1605055761898,0.0149855020177395,0.735431390226468
D00437,hsa1543,18,0.131601222222222,0,0.236842,41,0.160518289305409,0.0149855020177395,0.735431390226468
D00528,hsa1543,18,0.151261777777778,0,0.241379,88,0.0837395309021574,0.00969142879199483,0.735431390226468
D00542,hsa1543,18,0.0257208333333333,0,0.111111,44,0.152212901010732,0.0149855020177395,0.735431390226468
D00569,hsa1543,18,0.219137555555556,0,0.714286,1,0.735431390226468,0.735431390226468,0.735431390226468
D00574,hsa1543,18,0.195522666666667,0,0.363636,42,0.159680614438324,0.0149855020177395,0.735431390226468
D00771,hsa1543,18,0.177387055555556,0,0.32,3,0.412110699730746,0.240829949786079,0.735431390226468
D00960,hsa1543,18,0.190556166666667,0.033898,0.419355,23,0.225781063137402,0.0722989466455144,0.735431390226468
D00964,hsa1543,18,0.229059333333333,0,0.512821,23,0.225781063137402,0.0722989466455144,0.735431390226468
D01071,hsa1543,18,0.0682872777777778,0,0.259259,43,0.1605055761898,0.0149855020177395,0.735431390226468
D01425,hsa1543,18,0.180781777777778,0.019231,0.333333,23,0.225781063137402,0.0722989466455144,0.735431390226468
D02451,hsa1543,18,0.232144333333333,0,0.486486,23,0.225781063137402,0.0722989466455144,0.735431390226468
D03670,hsa1543,18,0.0350866111111111,0,0.14,54,0.128491488161081,0.00947402967199692,0.735431390226468
D03778,hsa1543,18,0.201461055555556,0,0.512821,23,0.225781063137402,0.0722989466455144,0.735431390226468
D03781,hsa1543,18,0.108145111111111,0,0.338235,24,0.227467548925322,0.0722989466455144,0.735431390226468
D03784,hsa1543,18,0.214772611111111,0,0.451613,24,0.227467548925322,0.0722989466455144,0.735431390226468
D00139,hsa1544,23,0.219652347826087,0,0.344828,42,0.139834389164368,0.0189229915445852,0.343499360311863
D00217,hsa1544,23,0.211885913043478,0,0.714286,16,0.0902643194136646,0.013454731143865,0.735431390226468
D00225,hsa1544,23,0.251704217391304,0.016667,0.451613,43,0.153685482212324,0.0189229915445852,0.735431390226468
D00283,hsa1544,23,0.262204869565217,0.016393,0.607143,4,0.146850259184113,0.0135889663338189,0.243415834819946
D00380,hsa1544,23,0.189110434782609,0,0.47619,43,0.153685482212324,0.0189229915445852,0.735431390226468
D00394,hsa1544,23,0.248536043478261,0.035714,0.448276,43,0.153685482212324,0.0189229915445852,0.735431390226468
D00410,hsa1544,23,0.241718782608696,0.043478,0.37037,43,0.13456124534721,0.0170757212334645,0.343499360311863
D00437,hsa1544,23,0.142019739130435,0,0.236842,41,0.154029987092197,0.0189229915445852,0.735431390226468
D00454,hsa1544,23,0.24699147826087,0,0.607143,1,0.243415834819946,0.243415834819946,0.243415834819946
D00528,hsa1544,23,0.166288130434783,0,0.25,88,0.0805755113506343,0.00823900507419692,0.735431390226468
D00542,hsa1544,23,0.0235189565217391,0,0.111111,44,0.145964096086295,0.0161174857143231,0.735431390226468
D00563,hsa1544,23,0.257571739130435,0,0.555556,2,0.180550780658363,0.117685726496779,0.243415834819946
D00569,hsa1544,23,0.221528782608696,0,0.714286,1,0.735431390226468,0.735431390226468,0.735431390226468
D00574,hsa1544,23,0.200701173913044,0,0.363636,42,0.153208825354795,0.0189229915445852,0.735431390226468
D00771,hsa1544,23,0.196217173913043,0,0.32,3,0.393315474308595,0.222215914756962,0.735431390226468
D00960,hsa1544,23,0.201842260869565,0.033898,0.419355,23,0.210920109030941,0.0753794345813137,0.735431390226468
D00964,hsa1544,23,0.231063260869565,0,0.512821,23,0.210920109030941,0.0753794345813137,0.735431390226468
D01071,hsa1544,23,0.0768549130434783,0,0.259259,43,0.153685482212324,0.0189229915445852,0.735431390226468
D01425,hsa1544,23,0.193155304347826,0.019231,0.333333,23,0.210920109030941,0.0753794345813137,0.735431390226468
D02451,hsa1544,23,0.24625552173913,0,0.486486,23,0.210920109030941,0.0753794345813137,0.735431390226468
D03670,hsa1544,23,0.0329123043478261,0,0.14,54,0.122955171751836,0.0104398020043821,0.735431390226468
D03778,hsa1544,23,0.208928695652174,0,0.512821,23,0.210920109030941,0.0753794345813137,0.735431390226468
D03781,hsa1544,23,0.112033086956522,0,0.338235,24,0.212461252759184,0.0753794345813137,0.735431390226468
D03784,hsa1544,23,0.229521782608696,0,0.451613,24,0.212461252759184,0.0753794345813137,0.735431390226468
D00139,hsa1545,17,0.192639882352941,0,0.32,42,0.136582026192944,0.0154685906795253,0.343499360311863
D00225,hsa1545,17,0.226978,0.016667,0.375,43,0.141756807366851,0.0154685906795253,0.359097616670917
D00380,hsa1545,17,0.163802941176471,0,0.296296,43,0.141756807366851,0.0154685906795253,0.359097616670917
D00394,hsa1545,17,0.233140823529412,0.035714,0.375,43,0.141756807366851,0.0154685906795253,0.359097616670917
D00410,hsa1545,17,0.223786647058824,0.043478,0.344828,43,0.131392046268122,0.0148769341566349,0.343499360311863
D00437,hsa1545,17,0.127311647058824,0,0.236842,41,0.141069027867768,0.0154685906795253,0.359097616670917
D00528,hsa1545,17,0.159527,0,0.25,88,0.0746166851949679,0.00733188301968291,0.359097616670917
D00542,hsa1545,17,0.0263311176470588,0,0.111111,44,0.134269736102519,0.0122180563181831,0.359097616670917
D00574,hsa1545,17,0.176452,0,0.296296,42,0.141168834094576,0.0154685906795253,0.359097616670917
D00960,hsa1545,17,0.202153294117647,0.033898,0.419355,23,0.196612526152344,0.0566023210763271,0.359097616670917
D00964,hsa1545,17,0.232682235294118,0,0.512821,23,0.196612526152344,0.0566023210763271,0.359097616670917
D01071,hsa1545,17,0.0714385294117647,0,0.259259,43,0.141756807366851,0.0154685906795253,0.359097616670917
D01425,hsa1545,17,0.192174176470588,0.019231,0.333333,23,0.196612526152344,0.0566023210763271,0.359097616670917
D02451,hsa1545,17,0.233671352941176,0,0.486486,23,0.196612526152344,0.0566023210763271,0.359097616670917
D03670,hsa1545,17,0.0329128823529412,0,0.14,54,0.114135306544589,0.010943104496391,0.359097616670917
D03778,hsa1545,17,0.209171294117647,0,0.512821,23,0.196612526152344,0.0566023210763271,0.359097616670917
D03781,hsa1545,17,0.115845058823529,0,0.338235,24,0.19757489670558,0.0566023210763271,0.359097616670917
D03784,hsa1545,17,0.224784235294118,0,0.451613,24,0.19757489670558,0.0566023210763271,0.359097616670917
D00139,hsa1548,17,0.192639882352941,0,0.32,42,0.236413768281192,0.0175713344421619,0.944625378455922
D00225,hsa1548,17,0.226978,0.016667,0.375,43,0.237082575642705,0.0175713344421619,0.944625378455922
D00380,hsa1548,17,0.163802941176471,0,0.296296,43,0.237082575642705,0.0175713344421619,0.944625378455922
D00394,hsa1548,17,0.233140823529412,0.035714,0.375,43,0.237082575642705,0.0175713344421619,0.944625378455922
D00410,hsa1548,17,0.223786647058824,0.043478,0.344828,43,0.228190897092555,0.0175713344421619,0.944625378455922
D00437,hsa1548,17,0.127311647058824,0,0.236842,41,0.233870384882921,0.0175713344421619,0.944625378455922
D00528,hsa1548,17,0.159527,0,0.25,88,0.113587587599151,0.00834743804529534,0.944625378455922
D00542,hsa1548,17,0.0263311176470588,0,0.111111,44,0.221588861250179,0.0121971756820346,0.944625378455922
D00574,hsa1548,17,0.176452,0,0.296296,42,0.238325191592544,0.0175713344421619,0.944625378455922
D00960,hsa1548,17,0.202153294117647,0.033898,0.419355,23,0.364581724295574,0.0831632706250082,0.944625378455922
D00964,hsa1548,17,0.232682235294118,0,0.512821,23,0.364581724295574,0.0831632706250082,0.944625378455922
D01071,hsa1548,17,0.0714385294117647,0,0.259259,43,0.237082575642705,0.0175713344421619,0.944625378455922
D01425,hsa1548,17,0.192174176470588,0.019231,0.333333,23,0.364581724295574,0.0831632706250082,0.944625378455922
D02451,hsa1548,17,0.233671352941176,0,0.486486,23,0.364581724295574,0.0831632706250082,0.944625378455922
D03670,hsa1548,17,0.0329128823529412,0,0.14,54,0.189622546356403,0.0123527837788975,0.944625378455922
D03778,hsa1548,17,0.209171294117647,0,0.512821,23,0.364581724295574,0.0831632706250082,0.944625378455922
